QTYRANK,DOLLARRANK,INDEX,ITEM CODE,DESCRIPTION,PRICE,VENDOR,Month,CreativeTeam,Writer,InteriorArtist,CoverArtist,WriterIsArtist,WriterIsCoverArtist,ArtistIsCoverArtist,Volume,CreatorOwned
82,111,1.05,JUL170919,WALKING DEAD,16.99,Image,2017-10-01,"(W) Robert Kirkman (A) Stefano Gaudiano, Cliff Rathburn (CA) Dave Stewart (A/CA) Charlie Adlard",Robert Kirkman,"Stefano Gaudiano, Cliff Rathburn,Charlie Adlard","Dave Stewart,Charlie Adlard",False,False,True,28.0,True
83,8,1.04,APR171132,THOR HEROES RETURN OMNIBUS,125.0,Marvel,2017-10-01,(W) Various (A) Various (CA) John Romita,Various,Various,John Romita,False,False,False,1.0,False
84,74,1.04,JUL171220,SECRET EMPIRE UNITED WE STAND,24.99,Marvel,2017-10-01,"(W) Jim Zub, Jeremy Whitley, Derek Landy, Nick Spencer, Chris Sims, Chad Bowers (A) Ario Anindito, Eric Koda, Joshua Cassara, Aaron Kim Jacinto, Jesus Saiz, Danilo Beyruth (CA) Meghan Hetrick","Jim Zub, Jeremy Whitley, Derek Landy, Nick Spencer, Chris Sims, Chad Bowers","Ario Anindito, Eric Koda, Joshua Cassara, Aaron Kim Jacinto, Jesus Saiz, Danilo Beyruth",Meghan Hetrick,False,False,False,1.0,False
86,15,1.03,APR171139-M,MMW MIGHTY THOR,75.0,Marvel,2017-10-01,"(W) Len Wein, Roger Stern (A) Various (CA) John Buscema","Len Wein, Roger Stern",Various,John Buscema,False,False,False,16.0,False
87,77,1.02,JUN170400,DEATHSTROKE THE TERMINATOR,24.99,DC,2017-10-01,"(W) Marv Wolfman, Len Wein, Mike Baron (A) Art Nichols, Will Blyberg, Steve Erwin, Gary Barker, Cary Nord, Ray Kryssing, Al Vey, Charles Barnett, Steve Mitchell, Jos? Marzan (CA) Mike Zeck","Marv Wolfman, Len Wein, Mike Baron","Art Nichols, Will Blyberg, Steve Erwin, Gary Barker, Cary Nord, Ray Kryssing, Al Vey, Charles Barnett, Steve Mitchell, Jos? Marzan",Mike Zeck,False,False,False,3.0,False
88,88,1.02,JUL171198-M,THOR BY WALTER SIMONSON,24.99,Marvel,2017-10-01,(W) Walter Simonson (A/CA) Walter Simonson,Walter Simonson,Walter Simonson,Walter Simonson,False,False,True,1.0,False
89,91,1.02,AUG170401,MY LITTLE PONY LEGENDS OF MAGIC,19.99,IDW,2017-10-01,(W) Jeremy Whitley (A/CA) Brenda Hickey,Jeremy Whitley,Brenda Hickey,Brenda Hickey,False,False,True,1.0,False
90,62,1.01,JUN170660,GREEN VALLEY,29.99,Image,2017-10-01,"(W) Max Landis (A/CA) Giuseppe Camuncoli, Cliff Rathburn",Max Landis,"Giuseppe Camuncoli, Cliff Rathburn","Giuseppe Camuncoli, Cliff Rathburn",False,False,True,1.0,True
91,116,0.99,JUN171336,GIANT DAYS,14.99,Boom!,2017-10-01,"(W) John Allison (A) Max Sarin, Liz Fleming (CA) Lissa Treiman",John Allison,"Max Sarin, Liz Fleming",Lissa Treiman,False,False,False,6.0,False
92,106,0.99,JUL171221,GUARDIANS OF GALAXY NEW GUARD,19.99,Marvel,2017-10-01,"(W) Brian Michael Bendis (A) Valerio Schiti, Various (CA) Arthur Adams",Brian Michael Bendis,"Valerio Schiti, Various",Arthur Adams,False,False,False,4.0,False
93,114,0.98,APR170834,MONSTRESS,16.99,Image,2017-10-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,2.0,True
94,131,0.98,JUL171219,SECRET WARRIORS,15.99,Marvel,2017-10-01,(W) Matthew Rosenberg (A) Javi Garron (CA) Tradd Moore,Matthew Rosenberg,Javi Garron,Tradd Moore,False,False,False,1.0,False
95,40,0.97,JUL171230,DOCTOR STRANGE EPIC COLLECTION AFTERLIFE,39.99,Marvel,2017-10-01,"(W) Kurt Busiek, David Quinn, Evan Skolnick, Warren Ellis, Todd DeZago, J.M DeMatteis, Marc Andreyko (A) Ricardo Villagran, Peter Gross, Richard Pace, Marie Severin, Mark Buckingham, Patrick Zircher, Pasqual Ferry, P. Craig Russell (A/CA) Gary Frank","Kurt Busiek, David Quinn, Evan Skolnick, Warren Ellis, Todd DeZago, J.M DeMatteis, Marc Andreyko","Ricardo Villagran, Peter Gross, Richard Pace, Marie Severin, Mark Buckingham, Patrick Zircher, Pasqual Ferry, P. Craig Russell,Gary Frank",Gary Frank,False,False,True,1.0,False
96,160,0.95,SEP160815,PAPER GIRLS,12.99,Image,2017-10-01,(W) Brian K. Vaughan (A) Matt Wilson (A/CA) Cliff Chiang,Brian K. Vaughan,"Matt Wilson,Cliff Chiang",Cliff Chiang,False,False,True,2.0,True
97,120,0.95,AUG170552,GOLGOTHA,16.99,Image,2017-10-01,"(W) Matt Hawkins, Bryan Hill (A) Yuki Saeki (CA) Raffaele Ienco","Matt Hawkins, Bryan Hill",Yuki Saeki,Raffaele Ienco,False,False,False,1.0,True
98,17,0.95,MAY170344,JUSTICE LEAGUE DARKSEID WAR SAGA OMNIBUS,75.0,DC,2017-10-01,"(W) Geoff Johns, Peter J. Tomasi, Francis Manapul, Rob Williams, Tom King, Steve Orlando (A) Jim Lee, Francis Manapul, Phil Jimenez, Fernando Pasarin, Scott Kolins, Bong Dazo, Matt Ryan, Jesus Merino, Evan ""Doc"" Shaner, Kevin Maguire, Dan Jurgens, Jerry Ordway, Scott Williams, Ivan Reis, Joe Prado, Oscar Jimenez, Paul Pelletier, Tony Kordos (A/CA) Jason Fabok","Geoff Johns, Peter J. Tomasi, Francis Manapul, Rob Williams, Tom King, Steve Orlando","Jim Lee, Francis Manapul, Phil Jimenez, Fernando Pasarin, Scott Kolins, Bong Dazo, Matt Ryan, Jesus Merino, Evan ""Doc"" Shaner, Kevin Maguire, Dan Jurgens, Jerry Ordway, Scott Williams, Ivan Reis, Joe Prado, Oscar Jimenez, Paul Pelletier, Tony Kordos,Jason Fabok",Jason Fabok,False,False,True,1.0,False
99,137,0.94,JUN171061,MARVELS THOR RAGNAROK PRELUDE,15.99,Marvel,2017-10-01,"(W) Will Pilgrim, Walter Simonson, Greg Pak (A) J. L. Giles, Walter Simonson, Carlo Pagulayan, Marshall Rogers","Will Pilgrim, Walter Simonson, Greg Pak","J. L. Giles, Walter Simonson, Carlo Pagulayan, Marshall Rogers",,False,False,False,1.0,False
100,50,0.93,JUL170463,SUICIDE SQUAD REBIRTH DLX COLL,34.99,DC,2017-10-01,"(W) Rob Williams (A) Philip Tan, Jason Fabok, Sean Cheeks Galloway, Gary Frank, Ivan Reis, Carlos D'Anda, Giuseppe Camuncoli, Stephen Byrne, Christian Ward, Francesco Mattina, Sandra Hope, Richard Friend, Jonathan Glapion, Scott Hanna, Sandu Florea, Matt Batt Banning, Oclair Albert, Trevor Scott (A/CA) Jim Lee, Scott Williams",Rob Williams,"Philip Tan, Jason Fabok, Sean Cheeks Galloway, Gary Frank, Ivan Reis, Carlos D'Anda, Giuseppe Camuncoli, Stephen Byrne, Christian Ward, Francesco Mattina, Sandra Hope, Richard Friend, Jonathan Glapion, Scott Hanna, Sandu Florea, Matt Batt Banning, Oclair Albert, Trevor Scott,Jim Lee, Scott Williams","Jim Lee, Scott Williams",False,False,True,1.0,False
1,10,5.19,AUG171045,STAR WARS DARTH VADER DARK LORD SITH,17.99,Marvel,2017-11-01,(W) Charles Soule (A) Giuseppe Camuncoli (CA) Jim Cheung,Charles Soule,Giuseppe Camuncoli,Jim Cheung,False,False,False,1.0,False
2,21,4.08,AUG171018,DEADPOOL KILLS MARVEL UNIVERSE AGAIN,15.99,Marvel,2017-11-01,(W) Cullen Bunn (A) Dakbor Talajic (CA) Dave Johnson,Cullen Bunn,Dakbor Talajic,Dave Johnson,False,False,False,1.0,False
3,23,4.06,AUG170320,FLASH,14.99,DC,2017-11-01,"(W) Joshua Williamson (A) Pop Mhan, Howard Porter, Neil Googe, Ryan Sook, Paul Pelletier, Andrew Hennessy (A/CA) Carmine Di Giandomenico",Joshua Williamson,"Pop Mhan, Howard Porter, Neil Googe, Ryan Sook, Paul Pelletier, Andrew Hennessy,Carmine Di Giandomenico",Carmine Di Giandomenico,False,False,True,4.0,False
4,20,3.94,AUG170329,WONDER WOMAN,16.99,DC,2017-11-01,"(W) Greg Rucka (A) Mirka Andolfo, Nicola Scott, Scott Hanna, Mark Morales, Andrew Hennessy, Raul Fernandez (A/CA) Bilquis Evely",Greg Rucka,"Mirka Andolfo, Nicola Scott, Scott Hanna, Mark Morales, Andrew Hennessy, Raul Fernandez,Bilquis Evely",Bilquis Evely,False,False,True,4.0,False
5,13,3.52,JUL151482,RICK & MORTY,19.99,Oni,2017-11-01,(W) Zac Gorman (A) Marc Ellerby (A/CA) CJ Cannon,Zac Gorman,"Marc Ellerby,CJ Cannon",CJ Cannon,False,False,True,1.0,False
6,38,3.45,AUG171049,STAR WARS ROGUE ONE ADAPTATION,19.99,Marvel,2017-11-01,"(W) Jody Houser, Duane Swierczynski (A) Emilio Laiso, Oscar Bazaldua, Paolo Villanelli, Fernando Blanco (CA) Phil Noto","Jody Houser, Duane Swierczynski","Emilio Laiso, Oscar Bazaldua, Paolo Villanelli, Fernando Blanco",Phil Noto,False,False,False,1.0,False
7,29,3.38,AUG171050,JOURNEY STAR WARS LAST JEDI CAPT PHASMA,16.99,Marvel,2017-11-01,(W) Kelly Thompson (A) Marco Checchetto (CA) Paul Renaud,Kelly Thompson,Marco Checchetto,Paul Renaud,False,False,False,1.0,False
8,34,3.25,AUG170325,SUPERMAN,16.99,DC,2017-11-01,"(W) Peter J. Tomasi, Patrick Gleason, Michael Moreci (A) Patrick Gleason, Mick Gray, Doug Mahnke, Scott Godlewski, Jaime Mendoza, Ray McCarthy, Joe Prado, Keith Champagne, Scott Hanna, Matt Santorelli (CA) Ryan Sook","Peter J. Tomasi, Patrick Gleason, Michael Moreci","Patrick Gleason, Mick Gray, Doug Mahnke, Scott Godlewski, Jaime Mendoza, Ray McCarthy, Joe Prado, Keith Champagne, Scott Hanna, Matt Santorelli",Ryan Sook,False,False,False,4.0,False
9,39,3.23,AUG171046,STAR WARS DARTH MAUL SON DATHOMIR,15.99,Marvel,2017-11-01,(W) Jeremy Barlow (A) Juan Frigeri (CA) Chris Scalf,Jeremy Barlow,Juan Frigeri,Chris Scalf,False,False,False,1.0,False
10,35,3.18,AUG170324,JUSTICE LEAGUE,16.99,DC,2017-11-01,"(W) Bryan Hitch, Shea Fontana, Tom DeFalco, Dan Abnett (A) Daniel Henriques, Tom Derenick, Ian Churchill, Philippe Briones, Andy Owens, Scott Hanna, Trevor Scott, Andrew Currie, Paul Neary, Tony Kordos, Matt Batt Banning (A/CA) Bryan Hitch","Bryan Hitch, Shea Fontana, Tom DeFalco, Dan Abnett","Daniel Henriques, Tom Derenick, Ian Churchill, Philippe Briones, Andy Owens, Scott Hanna, Trevor Scott, Andrew Currie, Paul Neary, Tony Kordos, Matt Batt Banning,Bryan Hitch",Bryan Hitch,False,False,True,4.0,False
11,33,3.11,AUG171025,EDGE OF VENOMVERSE,17.99,Marvel,2017-11-01,"(W) Matthew Rosenberg, Christopher Hastings, Simon Spurrier, Ryan Key, Clay Chapman, Cullen Bunn, Declan Shalvey, Magdalene Visaggio (A) Roland Boschi, Irene Strychalsk, Tigh Walker, Andre Araujo, James Stokoe, Annapaola Martello, Declan Shalvey, Tana Ford (CA) Francesco Mattina","Matthew Rosenberg, Christopher Hastings, Simon Spurrier, Ryan Key, Clay Chapman, Cullen Bunn, Declan Shalvey, Magdalene Visaggio","Roland Boschi, Irene Strychalsk, Tigh Walker, Andre Araujo, James Stokoe, Annapaola Martello, Declan Shalvey, Tana Ford",Francesco Mattina,False,False,False,1.0,False
12,41,3.08,AUG170318,BATWOMAN,16.99,DC,2017-11-01,"(W) Marguerite Bennett, James TynionIV (A) Stephanie Hans, Renato Arlem (A/CA) Steve Epting","Marguerite Bennett, James TynionIV","Stephanie Hans, Renato Arlem,Steve Epting",Steve Epting,False,False,True,1.0,False
13,6,2.88,AUG170571,PAPER GIRLS DLX ED,34.99,Image,2017-11-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,1.0,True
14,27,2.86,AUG170317,SUPERMAN ACTION COMICS,19.99,DC,2017-11-01,"(W) Dan Jurgens (A) Ian Churchill, Patrick Zircher, Jackson Herbert, Viktor Bogdanovic, Carlo Barberi, Matt Santorelli, Jos? Luis, Ray McCarthy, Jonathan Glapion, (A/CA) Andy Kubert",Dan Jurgens,"Ian Churchill, Patrick Zircher, Jackson Herbert, Viktor Bogdanovic, Carlo Barberi, Matt Santorelli, Jos? Luis, Ray McCarthy, Jonathan Glapion,,Andy Kubert",Andy Kubert,False,False,True,4.0,False
15,49,2.72,JUL170455,BATGIRL,16.99,DC,2017-11-01,"(W) Hope Larson, Vita Ayala (A) Chris Wildgoose, Jonathan Lam, Inaki Miranda, Eleonora Carlini (CA) Francis Manapul","Hope Larson, Vita Ayala","Chris Wildgoose, Jonathan Lam, Inaki Miranda, Eleonora Carlini",Francis Manapul,False,False,False,2.0,False
16,2,2.69,OCT150967,X-MEN AGE OF APOCALYPSE OMNIBUS,125.0,Marvel,2017-11-01,(W) Various (A) Various (CA) Billy Tan,Various,Various,Billy Tan,False,False,False,1.0,False
17,115,2.55,AUG120491,SAGA,9.99,Image,2017-11-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,1.0,True
18,52,2.54,AUG171030,X-MEN GOLD,17.99,Marvel,2017-11-01,"(W) Marc Guggenheim (A) Lan Medina, Luke Ross (A/CA) Ken Lashley",Marc Guggenheim,"Lan Medina, Luke Ross,Ken Lashley",Ken Lashley,False,False,True,2.0,False
19,59,2.45,SEP170741,INJECTION,16.99,Image,2017-11-01,(W) Warren Ellis (A/CA) Declan Shalvey,Warren Ellis,Declan Shalvey,Declan Shalvey,False,False,True,3.0,True
20,1,2.44,NOV150934,UNCANNY X-MEN OMNIBUS,99.99,Marvel,2017-11-01,"(W) Chris Claremont, Len Wein (A) John Byrne (CA) Gil Kane (A/CA) Dave Cockrum","Chris Claremont, Len Wein","John Byrne,Dave Cockrum","Gil Kane,Dave Cockrum",False,False,True,1.0,False
21,57,2.4,AUG171031,X-MEN BLUE,17.99,Marvel,2017-11-01,"(W) Cullen Bunn (A) Cory Smith, Julian Lopez, Giovanni Valletta, Douglas Franchin (CA) Arthur Adams",Cullen Bunn,"Cory Smith, Julian Lopez, Giovanni Valletta, Douglas Franchin",Arthur Adams,False,False,False,2.0,False
22,45,2.38,AUG171047,STAR WARS POE DAMERON,19.99,Marvel,2017-11-01,(W) Charles Soule (A) Angel Unzueta (CA) Phil Noto,Charles Soule,Angel Unzueta,Phil Noto,False,False,False,3.0,False
23,65,2.35,AUG171023,BLACK PANTHER,16.99,Marvel,2017-11-01,"(W) Ta-Nehisi Coates (A) Wilfredo Torres, Jacen Burrows, Chris Sprouse (CA) Brian Stelfreeze",Ta-Nehisi Coates,"Wilfredo Torres, Jacen Burrows, Chris Sprouse",Brian Stelfreeze,False,False,False,4.0,False
24,79,2.34,AUG170322,JUSTICE LEAGUE OF AMERICA,14.99,DC,2017-11-01,"(W) Steve Orlando (A) Andy MacDonald, Jamal Campbell, Neil Edwards, Scott Hanna, Sandu Florea (A/CA) Felipe Watanabe",Steve Orlando,"Andy MacDonald, Jamal Campbell, Neil Edwards, Scott Hanna, Sandu Florea,Felipe Watanabe",Felipe Watanabe,False,False,True,2.0,False
25,30,2.28,AUG170327,TITANS THE LAZARUS CONTRACT,24.99,DC,2017-11-01,"(W) Dan Abnett, Ben Percy, Christopher Priest (A) Brett Booth, Norm Rapmund, Khoi Pham, Phil Hester, Larry Hama, Carlo Pagulayan, Paul Pelletier, Roberto Viacava, Wade Von Grawbadger, Andrew Hennessy, Jason Paz, Sean Parsons (CA) Ivan Reis","Dan Abnett, Ben Percy, Christopher Priest","Brett Booth, Norm Rapmund, Khoi Pham, Phil Hester, Larry Hama, Carlo Pagulayan, Paul Pelletier, Roberto Viacava, Wade Von Grawbadger, Andrew Hennessy, Jason Paz, Sean Parsons",Ivan Reis,False,False,False,1.0,False
26,126,2.21,OCT171954,DRAGON BALL SUPER,9.99,Viz,2017-11-01,(W) Akira Toriyama (A/CA) Toyotarou,Akira Toriyama,Toyotarou,Toyotarou,False,False,True,2.0,True
27,56,2.15,AUG170342,SUPERMAN AMERICAN ALIEN,19.99,DC,2017-11-01,"(W) Max Landis (A) Nick Dragotta, Tommy Lee Edwards, Jo?lle Jones, Jae Lee, Francis Manapul, Jonathan Case, Jock (CA) Ryan Sook",Max Landis,"Nick Dragotta, Tommy Lee Edwards, Jo?lle Jones, Jae Lee, Francis Manapul, Jonathan Case, Jock",Ryan Sook,False,False,False,1.0,False
28,60,2.12,JUL171214,SPIDER-MAN MILES MORALES,19.99,Marvel,2017-11-01,"(W) Brian Michael Bendis (A) Sara Pichelli, Oscar Bazaldua (CA) Patrick Brown",Brian Michael Bendis,"Sara Pichelli, Oscar Bazaldua",Patrick Brown,False,False,False,3.0,False
29,72,2.12,SEP171002,JESSICA JONES,17.99,Marvel,2017-11-01,(W) Brian Michael Bendis (A) Michael Gaydos (CA) David Mack,Brian Michael Bendis,Michael Gaydos,David Mack,False,False,False,2.0,False
30,75,2.07,AUG171017,DEADPOOL WORLDS GREATEST,17.99,Marvel,2017-11-01,"(W) Gerry Duggan (A) Matteo Lolli, Mike Hawthorne (CA) David Lopez",Gerry Duggan,"Matteo Lolli, Mike Hawthorne",David Lopez,False,False,False,10.0,False
31,73,2.05,AUG171291,4 KIDS WALK INTO A BANK,14.99,Black Mask,2017-11-01,(W) Matthew Rosenberg (A/CA) Tyler Boss,Matthew Rosenberg,Tyler Boss,Tyler Boss,False,False,True,1.0,True
32,97,2.04,SEP171181,BETTY & VERONICA BY ADAM HUGHES,12.99,Archie,2017-11-01,"(W) Adam Hughes (A) Jos? Villarrubia, Jack Morelli (A/CA) Adam Hughes",Adam Hughes,"Jos? Villarrubia, Jack Morelli,Adam Hughes",Adam Hughes,False,False,True,1.0,False
33,3,2.01,JAN160925,CAPTAIN AMERICA OMNIBUS,125.0,Marvel,2017-11-01,"(W) Stan Lee, Roy Thomas (A/CA) Jack Kirby (A) Jim Steranko, Gil Kane, George Tuska, John Romita, Dick Ayers","Stan Lee, Roy Thomas","Jim Steranko, Gil Kane, George Tuska, John Romita, Dick Ayers,Jack Kirby",Jack Kirby,False,False,True,1.0,False
34,78,1.99,SEP170999,ALL NEW WOLVERINE,17.99,Marvel,2017-11-01,(W) Tom Taylor (A) Leonard Kirk (CA) Adam Kubert,Tom Taylor,Leonard Kirk,Adam Kubert,False,False,False,4.0,False
35,81,1.98,AUG170328,VERY DC UNIVERSE REBIRTH HOLIDAY,16.99,DC,2017-11-01,"(W) Paul Dini, Amanda Conner, Jimmy Palmiotti, Tim Seeley, Mariko Tamaki, James TynionIV, Gene Luen Yang, Steve Orlando, Eric Esquivel, Heath Corson, Gustavo Duarte, Kate Perkins, James Asmus, Vita Ayala, Tom King, Scott Snyder, Ray Fawkes, Scott Bryan Wilson (A) Elsa Charretier, Ian Churchill, Robbi Rodriguez, V Kenneth Marion, Dan Jurgens, Norm Rapmund, Gustavo Duarte, Matias Bergara, Andrea Mutti, Paolo Pantalena, Reilly Brown, Scott Hanna, Mick Gray, David Finch, Declan Shalvey, Neal Adams, Riley Rossmo, Bilquis Evely, Moritat, Joseph Michael Linsner, Bret Blevins, Inaki Miranda (CA) Jorge Jimenez","Paul Dini, Amanda Conner, Jimmy Palmiotti, Tim Seeley, Mariko Tamaki, James TynionIV, Gene Luen Yang, Steve Orlando, Eric Esquivel, Heath Corson, Gustavo Duarte, Kate Perkins, James Asmus, Vita Ayala, Tom King, Scott Snyder, Ray Fawkes, Scott Bryan Wilson","Elsa Charretier, Ian Churchill, Robbi Rodriguez, V Kenneth Marion, Dan Jurgens, Norm Rapmund, Gustavo Duarte, Matias Bergara, Andrea Mutti, Paolo Pantalena, Reilly Brown, Scott Hanna, Mick Gray, David Finch, Declan Shalvey, Neal Adams, Riley Rossmo, Bilquis Evely, Moritat, Joseph Michael Linsner, Bret Blevins, Inaki Miranda",Jorge Jimenez,False,False,False,1.0,False
36,69,1.93,JUN170380-M,BATMAN FLASH THE BUTTON DELUXE ED,19.99,DC,2017-11-01,"(W) Joshua Williamson, Tom King (A) Howard Porter (A/CA) Jason Fabok","Joshua Williamson, Tom King","Howard Porter,Jason Fabok",Jason Fabok,False,False,True,1.0,False
37,70,1.91,AUG170338,LEGEND OF WONDER WOMAN ORIGINS,19.99,DC,2017-11-01,"(W) Renae De Liz (A/CA) Renae De Liz, Ray Dillon",Renae De Liz,"Renae De Liz, Ray Dillon","Renae De Liz, Ray Dillon",False,False,True,1.0,False
38,154,1.89,SEP170671,ROSE,9.99,Image,2017-11-01,(W) Meredith Finch (A/CA) Ig Guara,Meredith Finch,Ig Guara,Ig Guara,False,False,True,1.0,True
39,15,1.86,NOV140863,HAWKEYE BY MATT FRACTION AND DAVID AJA OMNIBUS,99.99,Marvel,2017-11-01,(W) Matt Fraction (A) Various (CA) David Aja,Matt Fraction,Various,David Aja,False,False,False,1.0,False
40,51,1.84,AUG170332,BATMAN THE SHADOW THE MURDER GENIUSES,24.99,DC,2017-11-01,"(W) Scott Snyder, Steve Orlando (A/CA) Riley Rossmo","Scott Snyder, Steve Orlando",Riley Rossmo,Riley Rossmo,False,False,True,1.0,False
41,106,1.8,JAN170850,SAGA,14.99,Image,2017-11-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,7.0,True
42,85,1.8,AUG171014,I AM GROOT,17.99,Marvel,2017-11-01,(W) Christopher Hastings (A) Flaviano (CA) Marco D'Alfonso,Christopher Hastings,Flaviano,Marco D'Alfonso,False,False,False,1.0,False
43,87,1.79,AUG171016,ALL NEW GUARDIANS OF GALAXY,17.99,Marvel,2017-11-01,(W) Gerry Duggan (A/CA) Aaron Kuder,Gerry Duggan,Aaron Kuder,Aaron Kuder,False,False,True,1.0,False
44,165,1.78,JAN160645,PAPER GIRLS,9.99,Image,2017-11-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,1.0,True
45,80,1.76,AUG171048,STAR WARS FORCE AWAKENS ADAPATATION,19.99,Marvel,2017-11-01,"(W) Chuck Wendig (A) Luke Ross, Marc Laming (CA) Phil Noto",Chuck Wendig,"Luke Ross, Marc Laming",Phil Noto,False,False,False,1.0,False
46,101,1.74,MAR171444,STEVEN UNIVERSE ORIGINAL,14.99,Boom!,2017-11-01,"(W) Talya Perper (A) Queenie Chan, Jenna Ayoub (CA) Sara Talmadge",Talya Perper,"Queenie Chan, Jenna Ayoub",Sara Talmadge,False,False,False,2.0,False
47,171,1.7,SEP170659,REGRESSION,9.99,Image,2017-11-01,(W) Cullen Bunn (A/CA) Danny Luckert,Cullen Bunn,Danny Luckert,Danny Luckert,False,False,True,1.0,True
48,93,1.7,AUG171019,INFAMOUS IRON MAN,17.99,Marvel,2017-11-01,(W) Brian Michael Bendis (A/CA) Alex Maleev,Brian Michael Bendis,Alex Maleev,Alex Maleev,False,False,True,2.0,False
48,58,1.7,AUG170345,WONDER WOMAN THE GOLDEN AGE,24.99,DC,2017-11-01,(W) William Moulton Marston (A) Harry G. Peter (CA) Michael Cho,William Moulton Marston,Harry G. Peter,Michael Cho,False,False,False,1.0,False
50,188,1.56,APR160803,MONSTRESS,9.99,Image,2017-11-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,1.0,True
51,263,1.54,SEP150869,WEIRDWORLD,16.99,Marvel,2017-11-01,(W) Jason Aaron (A/CA) Mike Del Mundo,Jason Aaron,Mike Del Mundo,Mike Del Mundo,False,False,True,0.0,False
52,25,1.54,AUG178376,LCSD 2017 PLANET HULK,39.99,Marvel,2017-11-01,"(W) Greg Pak, (A) Carlo Pagulayan, Aaron Lopresti, Gary Frank, (CA) Nick Bradshaw","Greg Pak,","Carlo Pagulayan, Aaron Lopresti, Gary Frank,",Nick Bradshaw,False,False,False,1.0,False
53,92,1.54,SEP171005,AMAZING SPIDER-MAN RENEW YOUR VOWS,19.99,Marvel,2017-11-01,"(W) Gerry Conway, Ryan Stegman (A) Nathan Stockman, Brian Level (A/CA) Ryan Stegman","Gerry Conway, Ryan Stegman","Nathan Stockman, Brian Level,Ryan Stegman",Ryan Stegman,False,False,True,2.0,False
54,129,1.53,AUG171035,LUKE CAGE,15.99,Marvel,2017-11-01,(W) David Walker (A) Nelson Blake (CA) Rahzzah,David Walker,Nelson Blake,Rahzzah,False,False,False,1.0,False
55,50,1.53,AUG170331,BATMAN YEAR TWO 30TH ANNIVERSARY DLX ED,29.99,DC,2017-11-01,"(W) Mike W. Barr (A) Alan Davis, Paul Neary, Alfredo Alcala, Pablo Marcos (A/CA) Todd McFarlane",Mike W. Barr,"Alan Davis, Paul Neary, Alfredo Alcala, Pablo Marcos,Todd McFarlane",Todd McFarlane,False,False,True,1.0,False
56,95,1.53,JUL171224,DAREDEVIL BACK IN BLACK,19.99,Marvel,2017-11-01,"(W) Charles Soule (A) Goran Sudzuka, Alec Morgan (CA) Ron Garney",Charles Soule,"Goran Sudzuka, Alec Morgan",Ron Garney,False,False,False,5.0,False
57,135,1.52,AUG170326,SUPERWOMAN,14.99,DC,2017-11-01,"(W) Phil Jimenez, Kate Perkins (A) Jackson Herbert, Stephen Segovia, Art Thibert, Jos? Luis, Ray McCarthy (CA) Ken Lashley","Phil Jimenez, Kate Perkins","Jackson Herbert, Stephen Segovia, Art Thibert, Jos? Luis, Ray McCarthy",Ken Lashley,False,False,False,2.0,False
58,109,1.52,AUG171032,GENERATION X,17.99,Marvel,2017-11-01,"(W) Christina Strain (A) Amilcar Pinna, Alberto Alburquerque (CA) Terry Dodson",Christina Strain,"Amilcar Pinna, Alberto Alburquerque",Terry Dodson,False,False,False,1.0,False
