QTYRANK,DOLLARRANK,INDEX,ITEM CODE,DESCRIPTION,PRICE,VENDOR,Month,CreativeTeam,Writer,InteriorArtist,CoverArtist,WriterIsArtist,WriterIsCoverArtist,ArtistIsCoverArtist,Volume,CreatorOwned
95,39,0.92,MAY170982,AVENGERS EPIC COLLECTION OPERATION GALACTIC STORM,39.99,Marvel,2017-07-01,"(W) Bob Harras, Tom DeFalco, Mark Gruenwald, Gerard Jones, Len Kaminski, Roy Thomas, Dann Thomas (A) Greg Capullo, Jeff Johnson, Rik Levins, Dave Ross, Paul Ryan, Rurik Tyler, Pat Olliffe, Richard Evins (A/CA) Steve Epting","Bob Harras, Tom DeFalco, Mark Gruenwald, Gerard Jones, Len Kaminski, Roy Thomas, Dann Thomas","Greg Capullo, Jeff Johnson, Rik Levins, Dave Ross, Paul Ryan, Rurik Tyler, Pat Olliffe, Richard Evins,Steve Epting",Steve Epting,False,False,True,1.0,False
96,99,0.92,NOV150279-M,DARK KNIGHT RETURNS,19.99,DC,2017-07-01,(W) Frank Miller (A) Klaus Janson (A/CA) Frank Miller,Frank Miller,"Klaus Janson,Frank Miller",Frank Miller,False,False,True,1.0,False
97,58,0.91,JUL100692,WOLVERINE OLD MAN LOGAN,29.99,Marvel,2017-07-01,(W) Mark Millar (A/CA) Steve McNiven,Mark Millar,Steve McNiven,Steve McNiven,False,False,True,1.0,False
98,135,0.9,APR171156,PATSY WALKER AKA HELLCAT,15.99,Marvel,2017-07-01,(W) Kate Leth (A/CA) Brittney Williams,Kate Leth,Brittney Williams,Brittney Williams,False,False,True,3.0,False
99,47,0.9,APR170423,ELSEWORLDS JUSTICE LEAGUE,34.99,DC,2017-07-01,"(W) Doug Moench, Dan Curtis Johnson, Bronwyn Carlton, Kyle Baker, Elizabeth Glass, Chuck Dixon, Bob Haney, Tom Peyer, Mark Waid, Randy Lofficier, Jean-Marc Lofficier, Roy Thomas (A) Dave Ross, George Freeman, Aaron Lopresti, Greg Luzniak, Anibal Rodriguez, Kyle Baker, Enrique Villagran, Kieron Dwyer, Trevor Von Eeden, Joe Rubinstein, Ariel Olivetti (A/CA) Ted McKeever, Ty Templeton","Doug Moench, Dan Curtis Johnson, Bronwyn Carlton, Kyle Baker, Elizabeth Glass, Chuck Dixon, Bob Haney, Tom Peyer, Mark Waid, Randy Lofficier, Jean-Marc Lofficier, Roy Thomas","Dave Ross, George Freeman, Aaron Lopresti, Greg Luzniak, Anibal Rodriguez, Kyle Baker, Enrique Villagran, Kieron Dwyer, Trevor Von Eeden, Joe Rubinstein, Ariel Olivetti,Ted McKeever, Ty Templeton","Ted McKeever, Ty Templeton",False,False,True,2.0,False
100,143,0.9,AUG120709,DEADPOOL KILLS MARVEL UNIVERSE,14.99,Marvel,2017-07-01,(W) Cullen Bunn (A) Dalibor Talajic (CA) Kaare Andrews,Cullen Bunn,Dalibor Talajic,Kaare Andrews,False,False,False,1.0,False
1,2,10.64,JUN170777,PAPER GIRLS,12.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,3.0,True
2,4,6.05,MAY170321,BATMAN,16.99,DC,2017-08-01,"(W) Tom King (A) Mitch Gerards, Clay Mann, Trevor Scott, Sandra Hope (A/CA) David Finch, Danny Miki",Tom King,"Mitch Gerards, Clay Mann, Trevor Scott, Sandra Hope,David Finch, Danny Miki","David Finch, Danny Miki",False,False,True,3.0,False
3,5,5.79,MAY170624-M,GOD COUNTRY,16.99,Image,2017-08-01,(W) Donny Cates (A/CA) Geoff Shaw,Donny Cates,Geoff Shaw,Geoff Shaw,False,False,True,1.0,True
4,8,5.15,MAY170693-M,KILL OR BE KILLED,16.99,Image,2017-08-01,(W) Ed Brubaker (A/CA) Sean Phillips,Ed Brubaker,Sean Phillips,Sean Phillips,False,False,True,2.0,True
5,13,4.25,MAY170328,WONDER WOMAN,16.99,DC,2017-08-01,"(W) Greg Rucka (A) Renato Guedes, Bilquis Evely (A/CA) Liam Sharp",Greg Rucka,"Renato Guedes, Bilquis Evely,Liam Sharp",Liam Sharp,False,False,True,3.0,False
6,17,3.9,MAY170943,X-MEN GOLD,15.99,Marvel,2017-08-01,(W) Marc Guggenheim (A/CA) Ardian Syaf,Marc Guggenheim,Ardian Syaf,Ardian Syaf,False,False,True,1.0,False
7,6,3.88,FEB170703-M,REBORN,24.99,Image,2017-08-01,(W) Mark Millar (A) Jonathan Glapion (A/CA) Greg Capullo,Mark Millar,"Jonathan Glapion,Greg Capullo",Greg Capullo,False,False,True,1.0,True
8,15,3.88,MAY170327,SUPERMAN,16.99,DC,2017-08-01,"(W) Peter J. Tomasi, Patrick Gleason (A) Joe Prado, Ryan Sook, Clay Mann, Ed Benes, Jorge Jimenez, Tony S. Daniel, Sebastian Fiumara, Sandu Florea (CA) Oclair Albert (A/CA) Ivan Reis","Peter J. Tomasi, Patrick Gleason","Joe Prado, Ryan Sook, Clay Mann, Ed Benes, Jorge Jimenez, Tony S. Daniel, Sebastian Fiumara, Sandu Florea,Ivan Reis","Oclair Albert,Ivan Reis",False,False,True,3.0,False
9,16,3.67,JUN170687-M,OLD GUARD,16.99,Image,2017-08-01,(W) Greg Rucka (A/CA) Leandro Fernandez,Greg Rucka,Leandro Fernandez,Leandro Fernandez,False,False,True,1.0,True
10,18,3.64,MAY170944,X-MEN BLUE,15.99,Marvel,2017-08-01,"(W) Cullen Bunn (A) Jorge Molina, Matteo Buffagni (CA) Arthur Adams",Cullen Bunn,"Jorge Molina, Matteo Buffagni",Arthur Adams,False,False,False,1.0,False
11,19,3.49,MAY170326,JUSTICE LEAGUE OF AMERICA,16.99,DC,2017-08-01,"(W) Steve Orlando (A) Felipe Watanabe, Diogenes Neves, Andy MacDonald, Oclair Albert, Julio Ferreira, Scott Hanna, Ruy Jose, Marc Deering (A/CA) Ivan Reis, Joe Prado",Steve Orlando,"Felipe Watanabe, Diogenes Neves, Andy MacDonald, Oclair Albert, Julio Ferreira, Scott Hanna, Ruy Jose, Marc Deering,Ivan Reis, Joe Prado","Ivan Reis, Joe Prado",False,False,True,1.0,False
12,23,3.23,MAY170963,DEADPOOL VS PUNISHER,15.99,Marvel,2017-08-01,(W) Fred Van Lente (A) Pere Perez (CA) Declan Shalvey,Fred Van Lente,Pere Perez,Declan Shalvey,False,False,False,1.0,False
13,24,2.99,JAN170831,JUPITERS LEGACY,16.99,Image,2017-08-01,(W) Mark Millar (A/CA) Frank Quitely,Mark Millar,Frank Quitely,Frank Quitely,False,False,True,2.0,True
14,27,2.85,MAY170324,GREEN ARROW,16.99,DC,2017-08-01,"(W) Ben Percy (A) Otto Schmidt, Eleonora Carlini, Gus Vasquez, Carlos Rodriguez (A/CA) Juan Ferreyra",Ben Percy,"Otto Schmidt, Eleonora Carlini, Gus Vasquez, Carlos Rodriguez,Juan Ferreyra",Juan Ferreyra,False,False,True,3.0,False
15,30,2.81,MAY170508,LOCKE & KEY HEAVEN & EARTH DLX,14.99,IDW,2017-08-01,(W) Joe Hill (A/CA) Gabriel Rodriguez,Joe Hill,Gabriel Rodriguez,Gabriel Rodriguez,False,False,True,1.0,True
16,32,2.78,MAY170945,WEAPON X,15.99,Marvel,2017-08-01,(W) Greg Pak (A) Mahmud A. Asrar (A/CA) Greg Land,Greg Pak,"Mahmud A. Asrar,Greg Land",Greg Land,False,False,True,1.0,False
17,22,2.6,MAY170320,AQUAMAN,19.99,DC,2017-08-01,"(W) Dan Abnett (A) Scot Eaton, Wayne Faucher, Philippe Briones, Scott Hanna (A/CA) Brad Walker, Andrew Hennessy",Dan Abnett,"Scot Eaton, Wayne Faucher, Philippe Briones, Scott Hanna,Brad Walker, Andrew Hennessy","Brad Walker, Andrew Hennessy",False,False,True,3.0,False
18,76,2.51,AUG120491,SAGA,9.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,1.0,True
19,77,2.5,APR160803,MONSTRESS,9.99,Image,2017-08-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,1.0,True
20,25,2.49,MAY170325,HAL JORDAN & THE GLC,19.99,DC,2017-08-01,"(W) Robert Venditti (A) Ethan Van Sciver, V Kenneth Marion, Dexter Vines (A/CA) Rafael Sandoval, Jordi Tarragona",Robert Venditti,"Ethan Van Sciver, V Kenneth Marion, Dexter Vines,Rafael Sandoval, Jordi Tarragona","Rafael Sandoval, Jordi Tarragona",False,False,True,3.0,False
21,113,2.45,JUN170908,LOCKJAW DOG DAYS,7.99,Marvel,2017-08-01,"(W) Bill Mantlo, Paul Jenkins, Dan Slott, Scott Lobdell, Jill Thompson, Stuart Moore (A) Butch Guice, Jae Lee, Andrea Di Vito, Jose Delbo, Jill Thompson, Rick Geary (CA) Geof Darrow","Bill Mantlo, Paul Jenkins, Dan Slott, Scott Lobdell, Jill Thompson, Stuart Moore","Butch Guice, Jae Lee, Andrea Di Vito, Jose Delbo, Jill Thompson, Rick Geary",Geof Darrow,False,False,False,1.0,False
22,39,2.44,JAN170850,SAGA,14.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,7.0,True
23,31,2.26,MAY170958,CAPTAIN AMERICA STEVE ROGERS,19.99,Marvel,2017-08-01,"(W) Nick Spencer (A) Javier Pina, Jesus Saiz (CA) Daniel Acuna",Nick Spencer,"Javier Pina, Jesus Saiz",Daniel Acuna,False,False,False,3.0,False
24,12,2.14,MAY170322,BATMAN REBIRTH DLX COLL,34.99,DC,2017-08-01,"(W) Tom King, Scott Snyder, Steve Orlando (A) Mikel Janin, Riley Rossmo, Mitch Gerards, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Hugo Petrus, Joe Prado, Oclair Albert (A/CA) David Finch","Tom King, Scott Snyder, Steve Orlando","Mikel Janin, Riley Rossmo, Mitch Gerards, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Hugo Petrus, Joe Prado, Oclair Albert,David Finch",David Finch,False,False,True,1.0,False
25,36,2.12,MAY170956,DEADPOOL WORLDS GREATEST,17.99,Marvel,2017-08-01,"(W) Gerry Duggan, Christopher Hastings, Joshua Corin (A) Salva Espin, Iban Coello, Scott Koblish (CA) Reilly Brown, Jim Charalampidis","Gerry Duggan, Christopher Hastings, Joshua Corin","Salva Espin, Iban Coello, Scott Koblish","Reilly Brown, Jim Charalampidis",False,False,False,8.0,False
26,87,2.05,JUN172127,LEGEND OF ZELDA TWILIGHT PRINCESS,9.99,Viz,2017-08-01,(W) Akira Himekawa (A/CA) Akira Himekawa,Akira Himekawa,Akira Himekawa,Akira Himekawa,False,False,True,2.0,True
27,42,2.01,OCT160292,FLASH,17.99,DC,2017-08-01,"(W) Joshua Williamson (A) Carmine Di Giandomenico, Neil Googe, Felipe Watanabe, Andrew Currie, Oclair Albert (CA) Karl Kerschl",Joshua Williamson,"Carmine Di Giandomenico, Neil Googe, Felipe Watanabe, Andrew Currie, Oclair Albert",Karl Kerschl,False,False,False,1.0,False
28,104,2.01,JAN160645,PAPER GIRLS,9.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,1.0,True
29,46,1.99,MAY170525,SH*T MY PRESIDENT SAYS ILLUSTRATED TWEETS OF DONALD TRUMP,14.99,IDW,2017-08-01,(W/A/CA) Shannon Wheeler,Shannon Wheeler,Shannon Wheeler,Shannon Wheeler,True,True,True,1.0,True
30,71,1.98,MAY170350,SUPER POWERS,12.99,DC,2017-08-01,"(W) Art Baltazar, Franco (A/CA) Art Baltazar","Art Baltazar, Franco",Art Baltazar,Art Baltazar,False,False,True,1.0,False
31,37,1.88,MAY170348,NEW TEEN TITANS,19.99,DC,2017-08-01,"(W) Marv Wolfman (A) Steve Rude, Dick Giordano, Al Gordon (A/CA) George Perez",Marv Wolfman,"Steve Rude, Dick Giordano, Al Gordon,George Perez",George Perez,False,False,True,7.0,False
32,54,1.85,MAY170346,TEEN TITANS EARTH ONE,16.99,DC,2017-08-01,(W) Jeff Lemire (A/CA) Andy MacDonald,Jeff Lemire,Andy MacDonald,Andy MacDonald,False,False,True,2.0,False
33,20,1.83,MAY170341,HARLEYS LITTLE BLACK BOOK,29.99,DC,2017-08-01,"(W) Amanda Conner, Jimmy Palmiotti (A) John Timms, Mauricet, Neal Adams, Dave Johnson, Joseph Michael Linsner, Billy Tucci, Simon Bisley, Flaviano (A/CA) Amanda Conner","Amanda Conner, Jimmy Palmiotti","John Timms, Mauricet, Neal Adams, Dave Johnson, Joseph Michael Linsner, Billy Tucci, Simon Bisley, Flaviano,Amanda Conner",Amanda Conner,False,False,True,1.0,False
34,72,1.74,MAY170969,DEADPOOL 2099,14.99,Marvel,2017-08-01,(W) Gerry Duggan (A/CA) Scott Koblish,Gerry Duggan,Scott Koblish,Scott Koblish,False,False,True,1.0,False
35,124,1.73,APR171144,COLOR YOUR OWN MARVEL MASTERS,9.99,Marvel,2017-08-01,(W) Various (A) Various (CA) Jack Kirby,Various,Various,Jack Kirby,False,False,False,1.0,False
36,33,1.72,JUN171260,PROVIDENCE LTD,21.99,Avatar,2017-08-01,(W) Alan Moore (A/CA) Jacen Burrows,Alan Moore,Jacen Burrows,Jacen Burrows,False,False,True,3.0,True
37,49,1.68,MAY170967,UNBELIEVABLE GWENPOOL,19.99,Marvel,2017-08-01,"(W) Christopher Hastings (A) Myisha Haynes, Gurihiru (CA) Gisele Legace",Christopher Hastings,"Myisha Haynes, Gurihiru",Gisele Legace,False,False,False,3.0,False
38,82,1.66,JUN172120,TOKYO GHOUL,12.99,Viz,2017-08-01,(W) Sui Ishida (A/CA) Sui Ishida,Sui Ishida,Sui Ishida,Sui Ishida,False,False,True,14.0,True
39,89,1.65,MAY171669,ATTACK ON TITAN,10.99,Kodansha,2017-08-01,(W) Isayama Hajime (A/CA) Isayama Hajime,Isayama Hajime,Isayama Hajime,Isayama Hajime,False,False,True,22.0,True
40,61,1.65,APR170834,MONSTRESS,16.99,Image,2017-08-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,2.0,True
41,73,1.63,MAY170953,MIGHTY CAPTAIN MARVEL,15.99,Marvel,2017-08-01,(W) Margaret Stohl (A) Ramon Rosanas (CA) Elizabeth Torque,Margaret Stohl,Ramon Rosanas,Elizabeth Torque,False,False,False,1.0,False
42,190,1.63,FEB108442,SCOTT PILGRIM,11.99,Oni,2017-08-01,(W) Bryan Lee O'malley (A/CA) Bryan Lee O'malley,Bryan Lee O'malley,Bryan Lee O'malley,Bryan Lee O'malley,False,False,True,1.0,True
43,34,1.63,JUL110745,INFINITY GAUNTLET,24.99,Marvel,2017-08-01,(W) Jim Starlin (A) Ron Lim (A/CA) George P?rez,Jim Starlin,"Ron Lim,George P?rez",George P?rez,False,False,True,1.0,False
44,52,1.62,FEB140265-M,WATCHMEN,19.99,DC,2017-08-01,(W) Alan Moore (A/CA) Dave Gibbons,Alan Moore,Dave Gibbons,Dave Gibbons,False,False,True,1.0,False
45,28,1.6,MAY170330,BATGIRL STEPHANIE BROWN,29.99,DC,2017-08-01,"(W) Bryan Q. Miller (A) Lee Garbett, Trevor Scott, Pere Perez, Sandra Hope, Jonathan Glapion, Tim Levins, Dan Davis, Aaron Sowd, Oliver Nome, Talent Caldwell, Richard Friend, Rodney Ramos, Walden Wong, Yvel Guichet, John Stanisci (CA) Stanley Lau",Bryan Q. Miller,"Lee Garbett, Trevor Scott, Pere Perez, Sandra Hope, Jonathan Glapion, Tim Levins, Dan Davis, Aaron Sowd, Oliver Nome, Talent Caldwell, Richard Friend, Rodney Ramos, Walden Wong, Yvel Guichet, John Stanisci",Stanley Lau,False,False,False,1.0,False
46,43,1.57,MAY171724,INVADER ZIM,19.99,Oni,2017-08-01,"(W) Eric Trueheart, Aaron Alexovich, Danielle Koenig, Jhonen Vasquez (A) Aaron Alexovich (A/CA) Warren Wucinich","Eric Trueheart, Aaron Alexovich, Danielle Koenig, Jhonen Vasquez","Aaron Alexovich,Warren Wucinich",Warren Wucinich,False,False,True,4.0,False
47,50,1.56,APR170077,DARK HORSE BOOK OF HORROR,19.99,Dark Horse,2017-08-01,"(W) Mike Richardson, Mike Mignola, Scott Allie, Uli Oesterle, Milton Freewater, Randy Stradley, Evan Dorkin, William Shakespeare, Clark Ashton Smith, Jim Keegan, Ruth Keegan, Mark Ricketts, Scott Morse, Kelley Jones, Robert E. Howard, Bob Fingerman, Joshua Dysart, Pat McEown, Jamie S. Rich, Kurt Busiek, William Hope Hodgson, Arvid Nelson, Leah Moore, John Reppion (A) P. Craig Russell, Mike Mignola, Paul Lee, Brian Horton, Uli Oesterle, Lucas Marangon, Paul Chadwick, Jill Thompson, Tony Millionaire, Jim Keegan, Ruth Keegan, Sean Phillips, Scott Morse, Kelley Jones, Todd Herman, Roger Langridge, Ron Wimberly, Pat McEown, Guy Davis, Keith Giffen, Al Milgrom, Juan Ferreyra, Timothy Green (A/CA) Gary Gianni","Mike Richardson, Mike Mignola, Scott Allie, Uli Oesterle, Milton Freewater, Randy Stradley, Evan Dorkin, William Shakespeare, Clark Ashton Smith, Jim Keegan, Ruth Keegan, Mark Ricketts, Scott Morse, Kelley Jones, Robert E. Howard, Bob Fingerman, Joshua Dysart, Pat McEown, Jamie S. Rich, Kurt Busiek, William Hope Hodgson, Arvid Nelson, Leah Moore, John Reppion","P. Craig Russell, Mike Mignola, Paul Lee, Brian Horton, Uli Oesterle, Lucas Marangon, Paul Chadwick, Jill Thompson, Tony Millionaire, Jim Keegan, Ruth Keegan, Sean Phillips, Scott Morse, Kelley Jones, Todd Herman, Roger Langridge, Ron Wimberly, Pat McEown, Guy Davis, Keith Giffen, Al Milgrom, Juan Ferreyra, Timothy Green,Gary Gianni",Gary Gianni,False,False,True,1.0,True
48,68,1.54,JUN170728,BEAUTY,16.99,Image,2017-08-01,"(W) Jeremy Haun, Jason A. Hurley (A) Thomas Nachlik (A/CA) Jeremy Haun","Jeremy Haun, Jason A. Hurley","Thomas Nachlik,Jeremy Haun",Jeremy Haun,False,False,True,3.0,True
49,45,1.54,JUL151482,RICK & MORTY,19.99,Oni,2017-08-01,(W) Zac Gorman (A) Marc Ellerby (A/CA) CJ Cannon,Zac Gorman,"Marc Ellerby,CJ Cannon",CJ Cannon,False,False,True,1.0,False
50,84,1.54,APR130443,SAGA,14.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,2.0,True
51,56,1.52,JUN171219,ARCHIE,17.99,Archie,2017-08-01,(W) Mark Waid (A) Jack Morelli (A/CA) Pete Woods,Mark Waid,"Jack Morelli,Pete Woods",Pete Woods,False,False,True,4.0,False
52,107,1.52,SEP160815,PAPER GIRLS,12.99,Image,2017-08-01,(W) Brian K. Vaughan (A) Matt Wilson (A/CA) Cliff Chiang,Brian K. Vaughan,"Matt Wilson,Cliff Chiang",Cliff Chiang,False,False,True,2.0,True
53,85,1.46,MAY170962,DOCTOR STRANGE/PUNISHER,15.99,Marvel,2017-08-01,(W) John Barber (A/CA) Andrea Broccardo,John Barber,Andrea Broccardo,Andrea Broccardo,False,False,True,1.0,False
54,94,1.43,MAR160684,SAGA,14.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,6.0,True
55,137,1.42,JUN170511,MY LITTLE PONY MOVIE PREQUEL,9.99,IDW,2017-08-01,(W) Ted Anderson (A/CA) Andy Price,Ted Anderson,Andy Price,Andy Price,False,False,True,1.0,False
56,63,1.4,MAY170323,CYBORG,19.99,DC,2017-08-01,"(W) John Semper Jr. (A) Paul Pelletier, Tony Kordos, Szymon Kudranski, Cliff Richards, Allan Jefferson (A/CA) Will Conrad",John Semper Jr.,"Paul Pelletier, Tony Kordos, Szymon Kudranski, Cliff Richards, Allan Jefferson,Will Conrad",Will Conrad,False,False,True,2.0,False
57,92,1.38,MAY170965,GUARDIANS OF GALAXY MOTHER ENTROPY,15.99,Marvel,2017-08-01,(W) Jim Starlin (A/CA) Alan Davis,Jim Starlin,Alan Davis,Alan Davis,False,False,True,1.0,False
58,86,1.34,JUN170737,COPPERHEAD,16.99,Image,2017-08-01,(W) Jay Faerber (A) Drew Moss (CA) Scott Godlewski,Jay Faerber,Drew Moss,Scott Godlewski,False,False,False,3.0,True
59,69,1.34,MAY171994,HEATHEN,15.99,Vault,2017-08-01,(W) Natasha Alterici (A/CA) Natasha Alterici,Natasha Alterici,Natasha Alterici,Natasha Alterici,False,False,True,1.0,True
60,125,1.34,MAY170952,UNSTOPPABLE WASP,12.99,Marvel,2017-08-01,(W) Jeremy Whitley (A/CA) Elsa Charretier,Jeremy Whitley,Elsa Charretier,Elsa Charretier,False,False,True,1.0,False
61,81,1.33,NOV070226,BATMAN THE KILLING JOKE SPECIAL ED,17.99,DC,2017-08-01,(W) Alan Moore (A/CA) Brian Bolland,Alan Moore,Brian Bolland,Brian Bolland,False,False,True,1.0,False
62,74,1.31,JUN170653,FEW,19.99,Image,2017-08-01,(W) Sean Lewis (A/CA) Hayden Sherman,Sean Lewis,Hayden Sherman,Hayden Sherman,False,False,True,1.0,True
63,101,1.3,MAY170966,ROCKET RACCOON GROUNDED,15.99,Marvel,2017-08-01,(W) Matthew Rosenberg (A) Jorge Coelho (CA) David Nakayama,Matthew Rosenberg,Jorge Coelho,David Nakayama,False,False,False,1.0,False
64,67,1.27,APR170089,BTVS SEASON 11,19.99,Dark Horse,2017-08-01,"(W) Christos N. Gage (A) Rebekah Isaacs, Georges Jeanty, Dexter Vines (CA) Steve Morris",Christos N. Gage,"Rebekah Isaacs, Georges Jeanty, Dexter Vines",Steve Morris,False,False,False,1.0,False
65,98,1.25,OCT160291,BATMAN,16.99,DC,2017-08-01,"(W) Tom King, Scott Snyder (A) Mikel Janin, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Scott Hanna, Joe Prado, Oclair Albert (A/CA) David Finch","Tom King, Scott Snyder","Mikel Janin, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Scott Hanna, Joe Prado, Oclair Albert,David Finch",David Finch,False,False,True,1.0,False
66,80,1.25,MAY170642,OTHER SIDE SPECIAL ED,19.99,Image,2017-08-01,(W) Jason Aaron (A/CA) Cameron Stewart,Jason Aaron,Cameron Stewart,Cameron Stewart,False,False,True,1.0,True
67,100,1.24,OCT138324,FLASHPOINT,16.99,DC,2017-08-01,"(W) Geoff Johns (A) Sandra Hope, Jesse Delperdang (A/CA) Andy Kubert",Geoff Johns,"Sandra Hope, Jesse Delperdang,Andy Kubert",Andy Kubert,False,False,True,1.0,False
68,26,1.24,MAY170979,PUNISHER MAX,39.99,Marvel,2017-08-01,"(W) Jason Aaron, Jonathan Maberry, Rob Williams, Valerie D'Orazio, Peter Milligan, Charlie Huston, David Lapham, Jason Starr, Jason Latour, Megan Abbott, Nathan Edmondson, Skottie Young (A) Roland Boschi, Laurence Campbell, Juan Jose Ryp, Shawn Martinbrough, Talajic Dalibor, Connor Willumsen, Matteo Buffagni, Fernando Blanco, Mirko Colak (CA) Esad Ribic","Jason Aaron, Jonathan Maberry, Rob Williams, Valerie D'Orazio, Peter Milligan, Charlie Huston, David Lapham, Jason Starr, Jason Latour, Megan Abbott, Nathan Edmondson, Skottie Young","Roland Boschi, Laurence Campbell, Juan Jose Ryp, Shawn Martinbrough, Talajic Dalibor, Connor Willumsen, Matteo Buffagni, Fernando Blanco, Mirko Colak",Esad Ribic,False,False,False,6.0,False
69,91,1.24,MAY170948,ALL NEW X-MEN INEVITABLE,17.99,Marvel,2017-08-01,"(W) Dennis Hopeless, Sina Grace, Rex Ogle (A/CA) Mark Bagley (A) Paco Diaz, Cory Smith, Andrea Broccardo","Dennis Hopeless, Sina Grace, Rex Ogle","Paco Diaz, Cory Smith, Andrea Broccardo,Mark Bagley",Mark Bagley,False,False,True,4.0,False
71,75,1.22,APR170046,ALIEN VS PREDATOR LIFE AND DEATH,19.99,Dark Horse,2017-08-01,(W) Dan Abnett (A) Brian Thies (CA) David Palumbo,Dan Abnett,Brian Thies,David Palumbo,False,False,False,1.0,False
72,10,1.21,FEB170968-M,MMW AVENGERS,75.0,Marvel,2017-08-01,(W) Various (A) Various (CA) George Perez,Various,Various,George Perez,False,False,False,17.0,False
73,118,1.2,JAN140556,SAGA,14.99,Image,2017-08-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,3.0,True
74,110,1.15,JUN170748,ECLIPSE,16.99,Image,2017-08-01,(W) Zack Kaplan (A/CA) Giovanni Timpano,Zack Kaplan,Giovanni Timpano,Giovanni Timpano,False,False,True,2.0,True
75,62,1.14,MAY170964,INTERNATIONAL IRON MAN,24.99,Marvel,2017-08-01,(W) Brian Michael Bendis (A/CA) Alex Maleev,Brian Michael Bendis,Alex Maleev,Alex Maleev,False,False,True,1.0,False
76,105,1.14,MAY170959,SILK,17.99,Marvel,2017-08-01,"(W) Robbie Thompson (A) Irene Strychalsk, Tana Ford (CA) Helen Chen",Robbie Thompson,"Irene Strychalsk, Tana Ford",Helen Chen,False,False,False,3.0,False
77,144,1.13,APR170060,CALLA CTHULHU,12.99,Dark Horse,2017-08-01,"(W) Evan Dorkin, Sarah Dyer (A) Mario A. Gonzalez (A/CA) Erin Humiston","Evan Dorkin, Sarah Dyer","Mario A. Gonzalez,Erin Humiston",Erin Humiston,False,False,True,1.0,True
78,112,1.12,MAY170362,LOST BOYS,16.99,DC,2017-08-01,(W) Tim Seeley (A) Scott Godlewski (CA) Tony Harris,Tim Seeley,Scott Godlewski,Tony Harris,False,False,False,1.0,False
79,38,1.1,FEB170976,BLACK PANTHER,34.99,Marvel,2017-08-01,(W) Ta-Nehisi Coates (A) Chris Sprouse (A/CA) Brian Stelfreeze,Ta-Nehisi Coates,"Chris Sprouse,Brian Stelfreeze",Brian Stelfreeze,False,False,True,1.0,False
80,93,1.08,MAR130303,PREACHER,19.99,DC,2017-08-01,(W) Garth Ennis (A) Steve Dillon (CA) Glenn Fabry,Garth Ennis,Steve Dillon,Glenn Fabry,False,False,False,1.0,False
81,126,1.08,MAY170957,CAPTAIN AMERICA SAM WILSON,15.99,Marvel,2017-08-01,"(W) Nick Spencer, Larry Hama (A) Angel Unzueta, Paul Ryan (A/CA) Daniel Acuna","Nick Spencer, Larry Hama","Angel Unzueta, Paul Ryan,Daniel Acuna",Daniel Acuna,False,False,True,5.0,False
82,95,1.07,MAY172005,LEGEND OF ZELDA LEGENDARY ED,17.99,Viz,2017-08-01,(W) Akira Himekawa (A/CA) Akira Himekawa,Akira Himekawa,Akira Himekawa,Akira Himekawa,False,False,True,4.0,False
83,131,1.07,NOV128157,WALKING DEAD,14.99,Image,2017-08-01,(W) Robert Kirkman (A) Cliff Rathburn (A/CA) Tony Moore,Robert Kirkman,"Cliff Rathburn,Tony Moore",Tony Moore,False,False,True,1.0,True
